phase,reuse,replicate,variant,curve_index,x,seed,samples,estimate,exact,error,empirical_stderr
1,10,0,point_short_uniform,9,1.0,4228180373149937120,10000,-0.28458791118740445,-0.28394020618429017,-0.000647705003114285,0.00048405452473346126
1,10,0,point_short_uniform,9,2.0,4228180373149937121,10000,-0.1277103000954059,-0.1273050380753717,-0.00040526202003421385,0.0002694369479130627
1,10,0,point_selected_uniform,0,-2.0,3906059022160364728,10000,-0.886622745874501,-0.8884494598171035,0.001826713942602587,0.0012833652681683108
1,10,0,point_selected_uniform,0,-1.0,3906059022160364729,10000,-0.7459452409608597,-0.7455466141264027,-0.0003986268344570165,0.0007306321358362109
1,10,0,point_selected_uniform,0,0.0,3906059022160364730,10000,-0.5186048401728961,-0.5187412158785353,0.0001363757056391801,0.0005655225369039527
1,10,0,point_selected_uniform,0,1.0,3906059022160364731,10000,-0.283860268413474,-0.28394020618429017,7.993777081616305e-05,0.0004759312387730144
1,10,0,point_selected_uniform,0,2.0,3906059022160364732,10000,-0.12755054640494828,-0.1273050380753717,-0.00024550832957659363,0.00027667519096689024
1,10,0,point_selected_uniform,1,-2.0,4692252798112870650,10000,-0.8899704839264471,-0.8884494598171035,-0.0015210241093435162,0.0011991545493260725
1,10,0,point_selected_uniform,1,-1.0,4692252798112870651,10000,-0.746322680622348,-0.7455466141264027,-0.0007760664959453045,0.0006926092874774033
1,10,0,point_selected_uniform,1,0.0,4692252798112870652,10000,-0.5190145370516713,-0.5187412158785353,-0.0002733211731360541,0.0005656756184045341
1,10,0,point_selected_uniform,1,1.0,4692252798112870653,10000,-0.28364754039296525,-0.28394020618429017,0.00029266579132491977,0.0004787727259167167
1,10,0,point_selected_uniform,1,2.0,4692252798112870654,10000,-0.12746264754087133,-0.1273050380753717,-0.00015760946549964183,0.00027418172224550545
